DATE,PRCP,TAVG,TMAX,TMIN,WIND_MAX(kph),WIND_MIN(kph),AVG_WIND(kph),HUMIDITY_(%),Weather
2022-01-04,0.0,15.8,22.5,9.8,20.5,7.6,14.05,71.1,Partially cloudy
2022-01-05,7.637,13.7,15.0,12.2,29.2,22.3,25.75,91.8,"Rain, Cloudy"
2022-01-06,0.0,15.2,20.0,12.0,33.1,14.8,23.95,88.8,Partially cloudy
2022-01-07,0.0,16.2,18.9,14.0,32.4,20.5,26.45,90.2,Partially cloudy
2022-01-08,48.838,15.9,18.6,15.0,38.9,22.3,30.6,96.4,"Rain, Cloudy"
2022-01-09,7.402,13.8,16.0,12.0,30.2,16.6,23.4,97.2,"Rain, Cloudy"
2022-01-10,0.0,12.5,16.9,9.9,23.4,11.2,17.3,92.3,Partially cloudy
2022-01-11,0.0,11.4,16.9,8.0,16.9,16.6,16.75,91.5,Partially cloudy
2022-01-12,0.0,11.5,17.0,8.0,14.0,10.8,12.4,88.6,Partially cloudy
2022-01-13,0.0,11.4,16.3,7.4,9.4,5.4,7.4,91.2,Partially cloudy
2022-01-14,0.0,10.5,14.8,7.2,10.8,11.2,11.0,94.6,Partially cloudy
2022-01-15,0.0,10.0,13.5,8.2,13.0,14.8,13.9,93.9,Partially cloudy
2022-01-16,0.0,10.7,15.0,8.0,15.8,9.4,12.6,87.5,Partially cloudy
2022-01-17,0.0,11.2,16.0,9.0,7.9,7.6,7.75,88.5,Partially cloudy
2022-01-18,0.0,10.6,14.6,9.0,20.5,14.8,17.65,92.2,Partially cloudy
2022-01-19,0.0,11.9,17.0,8.0,16.2,11.2,13.7,89.4,Partially cloudy
2022-01-20,0.0,12.7,18.1,10.0,8.6,13.0,10.8,92.4,Partially cloudy
2022-01-21,0.0,13.4,19.0,9.9,17.3,9.3,13.3,90.4,Partially cloudy
2022-01-22,23.553,13.0,15.0,11.0,49.0,20.5,34.75,94.3,"Rain, Cloudy"
2022-01-23,1.195,12.6,15.0,10.4,50.8,20.5,35.65,94.4,"Rain, Partially cloudy"
2022-01-24,0.0,11.7,15.0,9.0,12.2,7.6,9.9,93.5,Partially cloudy
2022-01-25,0.0,10.0,13.4,8.0,15.1,13.0,14.05,94.5,Partially cloudy
2022-01-26,0.0,11.2,15.8,7.1,18.4,14.8,16.6,92.5,Partially cloudy
2022-01-27,0.0,12.2,18.0,7.6,37.1,18.4,27.75,83.9,Partially cloudy
2022-01-28,0.0,12.7,19.5,7.0,33.8,22.3,28.05,76.0,Clear
2022-01-29,0.0,13.7,21.3,7.1,19.1,14.9,17.0,73.8,Clear
2022-01-30,0.0,14.6,21.2,9.0,37.1,27.7,32.4,78.2,Clear
2022-01-31,0.0,14.5,22.9,8.3,13.3,13.0,13.15,78.9,Clear
2022-02-01,0.0,13.4,19.9,8.6,26.6,13.0,19.8,89.2,Clear
2022-02-02,0.0,14.7,21.0,10.0,33.8,14.8,24.3,83.2,Partially cloudy
2022-02-03,0.77,13.0,14.1,11.0,46.1,22.3,34.2,89.0,"Rain, Cloudy"
2022-02-04,0.0,13.1,17.6,10.0,26.6,14.8,20.7,87.3,Partially cloudy
2022-02-05,0.0,12.5,19.6,8.0,12.2,8.2,10.2,82.4,Partially cloudy
2022-02-06,0.0,14.1,22.8,6.4,13.7,10.6,12.15,72.0,Clear
2022-02-07,0.0,17.4,25.6,10.4,13.3,9.4,11.35,72.1,Partially cloudy
2022-02-08,0.0,18.5,25.6,12.2,14.8,9.4,12.1,77.3,Partially cloudy
2022-02-09,14.208,16.5,21.5,13.0,37.1,14.8,25.95,84.6,"Rain, Partially cloudy"
2022-02-10,0.0,15.7,22.6,10.4,29.2,18.4,23.8,74.5,Partially cloudy
2022-02-11,0.0,15.5,21.8,9.2,37.1,26.0,31.55,69.7,Clear
2022-02-12,0.0,16.0,22.8,9.8,33.5,21.0,27.25,66.7,Clear
2022-02-13,0.0,17.4,27.3,8.5,9.4,7.6,8.5,65.5,Clear
2022-02-14,0.0,17.9,26.6,9.4,9.0,10.9,9.95,64.6,Clear
2022-02-15,0.0,18.8,25.8,10.5,13.7,13.0,13.35,58.3,Clear
2022-02-16,0.0,18.1,25.3,10.5,20.9,10.1,15.5,68.5,Clear
2022-02-17,0.0,18.4,26.6,12.1,19.4,8.6,14.0,66.4,Clear
2022-02-18,0.0,19.1,27.8,10.5,22.0,13.0,17.5,61.6,Clear
2022-02-19,0.0,18.8,25.0,12.2,31.3,12.3,21.8,64.0,Clear
2022-02-20,0.0,17.9,23.8,12.0,38.9,21.6,30.25,69.4,Clear
2022-02-21,0.0,18.0,25.8,10.4,22.0,16.6,19.3,57.4,Clear
2022-02-22,0.0,19.1,25.9,10.9,48.2,27.7,37.95,58.6,Partially cloudy
2022-02-23,0.0,19.2,23.8,15.0,58.3,22.3,40.3,78.2,Partially cloudy
2022-02-24,0.0,19.6,25.8,13.5,14.4,16.1,15.25,72.0,Partially cloudy
2022-02-25,2.149,20.1,27.0,13.4,33.5,20.5,27.0,71.7,"Rain, Partially cloudy"
2022-02-26,6.805,18.4,23.6,15.1,44.6,27.7,36.15,70.8,"Rain, Partially cloudy"
2022-02-27,0.925,18.8,25.4,14.0,31.0,14.4,22.7,66.9,"Rain, Partially cloudy"
2022-02-28,0.0,18.1,24.8,12.0,30.2,14.8,22.5,62.7,Partially cloudy
2022-03-01,0.0,18.3,25.0,11.2,16.9,12.3,14.6,68.6,Clear
2022-03-02,0.0,19.4,26.8,12.4,17.3,14.4,15.85,68.7,Clear
2022-03-03,0.0,21.8,28.8,15.6,19.1,16.6,17.85,63.7,Partially cloudy
2022-03-04,0.0,20.4,25.0,16.0,30.2,16.6,23.4,73.3,Partially cloudy
2022-03-05,0.0,19.5,25.6,13.0,32.4,20.5,26.45,71.6,Clear
2022-03-06,0.0,20.3,27.1,14.8,17.6,10.6,14.1,70.0,Partially cloudy
2022-03-07,0.0,22.1,29.0,16.0,15.5,11.2,13.35,63.8,Partially cloudy
2022-03-08,0.0,22.5,29.9,17.0,20.2,18.4,19.3,62.9,Partially cloudy
2022-03-09,0.0,23.1,30.6,16.0,19.8,18.4,19.1,56.2,Partially cloudy
2022-03-10,0.0,22.9,29.0,17.0,25.2,21.1,23.15,57.0,Partially cloudy
2022-03-11,0.0,22.7,29.0,16.7,33.5,22.3,27.9,65.2,Clear
2022-03-12,0.0,23.1,30.6,16.0,33.5,22.3,27.9,58.9,Clear
2022-03-13,0.0,24.5,31.6,17.7,19.4,16.6,18.0,61.9,Clear
2022-03-14,0.0,25.6,32.6,18.5,30.6,14.8,22.7,68.1,Clear
2022-03-15,0.0,26.9,34.0,20.2,28.8,18.4,23.6,69.5,Clear
2022-03-16,0.0,27.6,34.3,21.0,40.7,24.4,32.55,65.1,Clear
2022-03-17,0.0,27.7,34.5,21.3,27.0,9.4,18.2,66.2,Clear
2022-03-18,0.0,28.2,34.5,22.9,24.5,14.5,19.5,70.7,Clear
2022-03-19,0.0,28.5,36.2,21.0,21.2,11.2,16.2,64.3,Clear
2022-03-20,0.0,29.6,37.1,23.5,20.2,13.0,16.6,49.7,Partially cloudy
2022-03-21,0.0,28.8,36.1,22.1,18.0,18.4,18.2,54.0,Clear
2022-03-22,0.0,28.3,34.2,22.0,38.9,25.9,32.4,51.2,Clear
2022-03-23,0.0,27.8,35.0,20.3,32.4,13.0,22.7,50.1,Clear
2022-03-24,0.0,28.0,34.8,21.0,31.0,19.5,25.25,42.0,Clear
2022-03-25,0.0,27.6,34.5,20.6,26.6,18.4,22.5,51.5,Clear
2022-03-26,0.0,27.1,37.7,20.0,46.4,27.7,37.05,44.2,Clear
2022-03-27,0.0,29.3,37.2,21.2,31.7,14.7,23.2,23.9,Clear
2022-03-28,0.0,29.6,38.2,21.0,22.7,18.4,20.55,34.8,Clear
2022-03-29,0.0,30.3,40.0,20.3,22.0,18.4,20.2,31.9,Clear
2022-03-30,0.0,30.5,39.0,21.2,16.6,9.5,13.05,34.4,Clear
2022-03-31,0.0,30.7,38.6,21.7,19.8,13.2,16.5,34.4,Clear
2022-04-01,0.0,29.9,36.0,23.9,33.5,14.8,24.15,29.0,Clear
2022-04-02,0.0,29.9,39.0,19.7,18.0,11.2,14.6,28.1,Clear
2022-04-03,0.0,30.3,39.0,21.4,28.1,18.4,23.25,26.1,Clear
2022-04-04,0.0,30.2,38.0,21.4,33.5,18.4,25.95,24.6,Clear
2022-04-05,0.0,30.2,38.4,20.8,22.3,19.6,20.95,26.7,Clear
2022-04-06,0.0,30.7,40.0,21.1,22.3,18.4,20.35,23.9,Partially cloudy
2022-04-07,0.0,31.4,40.0,21.3,33.5,15.2,24.35,25.2,Clear
2022-04-08,0.0,32.1,42.0,21.8,22.0,18.4,20.2,23.1,Clear
2022-04-09,0.0,33.0,41.6,22.2,22.7,16.6,19.65,23.5,Clear
2022-04-10,0.0,33.4,42.0,25.9,37.1,18.4,27.75,20.9,Clear
2022-04-11,0.0,33.7,42.0,24.6,22.3,18.4,20.35,22.8,Clear
2022-04-12,0.0,32.7,39.0,24.9,30.2,18.4,24.3,22.3,Partially cloudy
2022-04-13,0.0,32.8,39.9,23.5,28.1,14.8,21.45,26.0,Partially cloudy
2022-04-14,0.149,32.3,38.6,27.0,46.4,27.7,37.05,23.1,"Rain, Partially cloudy"
2022-04-15,0.0,32.4,40.0,25.5,31.7,14.8,23.25,27.1,Partially cloudy
2022-04-16,0.0,32.1,40.0,23.7,22.7,20.5,21.6,30.0,Clear
2022-04-17,0.0,32.6,39.9,24.2,32.8,9.4,21.1,28.2,Clear
2022-04-18,0.0,33.4,42.0,24.4,22.7,9.4,16.05,27.0,Clear
2022-04-19,0.0,34.3,43.0,25.3,47.5,18.4,32.95,25.8,Clear
2022-04-20,0.0,34.1,41.0,27.0,37.1,19.8,28.45,21.6,Partially cloudy
2022-04-21,0.0,31.4,36.0,25.8,40.7,18.4,29.55,28.7,Partially cloudy
2022-04-22,0.285,31.5,38.0,24.6,46.4,27.7,37.05,29.3,"Rain, Partially cloudy"
2022-04-23,0.0,31.7,40.0,22.8,33.5,18.4,25.95,25.8,Clear
2022-04-24,0.0,32.4,39.0,23.9,46.4,21.0,33.7,23.6,Clear
2022-04-25,0.0,33.9,40.1,24.7,64.8,46.4,55.6,22.2,Clear
2022-04-26,0.0,33.5,39.8,27.4,36.7,16.6,26.65,22.6,Partially cloudy
2022-04-27,0.0,33.9,42.0,24.2,33.5,20.5,27.0,23.7,Clear
2022-04-28,0.0,34.6,43.0,23.7,19.8,18.4,19.1,23.3,Clear
2022-04-29,0.0,35.8,43.3,27.6,37.1,16.7,26.9,20.2,Clear
2022-04-30,0.0,35.6,43.2,27.5,24.1,14.8,19.45,17.8,Clear
2022-05-01,0.0,33.9,40.0,28.2,37.1,22.3,29.7,32.4,Partially cloudy
2022-05-02,0.0,34.1,40.0,28.4,36.7,22.3,29.5,41.7,Partially cloudy
2022-05-03,0.0,33.2,37.7,29.0,36.4,20.5,28.45,49.2,Partially cloudy
2022-05-04,0.97,31.1,37.2,24.0,46.4,27.7,37.05,54.8,"Rain, Partially cloudy"
2022-05-05,0.0,30.0,37.0,23.5,22.7,9.8,16.25,53.2,Partially cloudy
2022-05-06,0.0,32.3,38.0,25.7,33.5,17.9,25.7,44.5,Partially cloudy
2022-05-07,0.0,33.4,39.3,27.3,28.8,11.2,20.0,36.2,Partially cloudy
2022-05-08,0.0,33.6,40.0,27.5,21.2,18.4,19.8,39.6,Clear
2022-05-09,0.0,33.8,39.3,28.5,33.8,20.5,27.15,45.3,Clear
2022-05-10,0.0,33.8,38.9,29.8,34.2,22.3,28.25,45.9,Clear
2022-05-11,0.0,34.6,40.4,29.0,25.6,14.8,20.2,44.4,Clear
2022-05-12,0.0,35.9,43.0,30.0,24.8,16.6,20.7,41.8,Clear
2022-05-13,0.0,35.0,44.0,28.8,33.5,18.4,25.95,45.9,Clear
2022-05-14,0.0,37.2,44.0,29.0,26.3,18.3,22.3,28.4,Clear
2022-05-15,0.0,37.0,45.3,27.6,33.5,20.0,26.75,21.3,Clear
2022-05-16,0.0,37.4,41.6,31.3,43.2,20.6,31.9,18.1,Partially cloudy
2022-05-17,0.0,34.6,42.0,28.4,29.5,13.0,21.25,31.2,Partially cloudy
2022-05-18,0.0,35.8,41.0,31.6,46.4,27.7,37.05,31.0,Partially cloudy
2022-05-19,0.0,36.2,43.0,28.8,33.5,14.8,24.15,32.6,Clear
2022-05-20,0.525,37.0,44.1,29.6,46.4,27.7,37.05,30.6,"Rain, Partially cloudy"
2022-05-21,0.979,34.8,42.2,26.7,46.4,26.9,36.65,30.8,"Rain, Partially cloudy"
2022-05-22,0.0,32.2,39.2,24.6,36.4,20.5,28.45,44.9,Partially cloudy
2022-05-23,18.988,25.7,31.0,18.0,59.4,40.7,50.05,71.2,"Rain, Partially cloudy"
2022-05-24,17.357,26.3,32.0,20.0,49.7,63.0,56.35,75.1,"Rain, Partially cloudy"
2022-05-25,0.0,29.1,33.8,24.6,19.8,13.0,16.4,66.6,Partially cloudy
2022-05-26,0.0,30.6,36.0,25.0,23.0,11.2,17.1,59.1,Clear
2022-05-27,0.0,32.4,38.8,27.0,37.1,28.2,32.65,50.5,Partially cloudy
2022-05-28,0.0,34.4,40.0,28.2,29.9,13.0,21.45,46.6,Partially cloudy
2022-05-29,0.0,34.0,41.0,29.0,35.3,14.8,25.05,50.4,Partially cloudy
2022-05-30,15.371,31.4,39.8,25.1,29.2,16.6,22.9,59.4,"Rain, Partially cloudy"
2022-05-31,0.0,32.9,39.2,24.5,27.4,9.4,18.4,49.2,Partially cloudy
2022-06-01,0.0,35.0,41.8,26.8,27.4,11.2,19.3,38.7,Partially cloudy
2022-06-02,0.0,35.4,41.5,28.7,32.8,10.8,21.8,32.8,Partially cloudy
2022-06-03,0.0,35.6,43.2,27.2,33.5,15.4,24.45,28.5,Partially cloudy
2022-06-04,0.0,36.5,45.0,29.3,21.6,16.6,19.1,27.0,Partially cloudy
2022-06-05,0.0,37.3,44.0,30.5,36.0,17.4,26.7,20.8,Partially cloudy
2022-06-06,0.0,36.8,44.0,29.0,32.4,18.0,25.2,23.8,Clear
2022-06-07,0.0,37.3,43.2,30.8,40.7,23.2,31.95,22.2,Clear
2022-06-08,0.0,37.3,44.0,31.9,49.3,29.6,39.45,21.5,Clear
2022-06-09,0.0,37.5,44.0,30.2,31.7,16.3,24.0,24.6,Clear
2022-06-10,0.0,37.8,43.2,32.0,45.0,30.4,37.7,26.1,Clear
2022-06-11,0.0,37.7,44.0,32.1,42.5,27.4,34.95,22.1,Clear
2022-06-12,0.0,37.7,43.0,32.0,35.3,21.1,28.2,24.7,Clear
2022-06-13,0.0,37.6,43.0,33.2,37.1,16.6,26.85,29.2,Partially cloudy
2022-06-14,0.0,35.3,39.2,32.0,47.2,21.4,34.3,38.0,Partially cloudy
2022-06-15,0.0,36.1,42.0,30.0,40.7,23.0,31.85,39.3,Partially cloudy
2022-06-16,0.74,34.1,39.6,28.2,46.4,23.2,34.8,46.1,"Rain, Partially cloudy"
2022-06-17,17.506,29.2,36.0,25.0,55.4,19.3,37.35,70.8,"Rain, Partially cloudy"
2022-06-18,0.618,28.9,32.0,26.1,22.3,18.0,20.15,74.1,"Rain, Partially cloudy"
2022-06-19,0.06,28.3,31.0,25.2,11.9,16.6,14.25,74.4,"Rain, Partially cloudy"
2022-06-20,0.0,29.0,32.3,25.0,14.8,14.4,14.6,65.6,Partially cloudy
2022-06-21,0.51,30.2,34.0,26.3,37.1,18.4,27.75,61.2,"Rain, Partially cloudy"
2022-06-22,0.0,31.0,38.0,25.0,37.1,18.4,27.75,59.3,Partially cloudy
2022-06-23,0.0,33.1,38.0,27.2,33.5,20.5,27.0,48.1,Partially cloudy
2022-06-24,0.0,33.3,40.0,27.0,33.5,14.8,24.15,38.6,Clear
2022-06-25,0.0,34.3,40.0,26.8,13.7,14.8,14.25,34.8,Clear
2022-06-26,0.0,35.0,39.9,29.9,33.5,24.1,28.8,48.0,Partially cloudy
2022-06-27,0.0,35.7,39.9,31.2,32.0,18.4,25.2,51.1,Partially cloudy
2022-06-28,0.0,35.9,41.0,31.5,35.3,16.6,25.95,53.1,Partially cloudy
2022-06-29,0.0,34.9,40.0,30.3,33.8,18.4,26.1,53.8,Partially cloudy
2022-06-30,104.603,27.7,32.0,24.9,28.1,20.5,24.3,88.2,"Rain, Partially cloudy"
2022-07-01,1.701,28.2,31.0,25.6,19.1,13.0,16.05,88.6,"Rain, Cloudy"
2022-07-02,0.7,31.0,36.1,27.0,18.0,15.3,16.65,72.9,"Rain, Partially cloudy"
2022-07-03,0.085,33.1,36.5,27.6,24.8,15.8,20.3,57.4,"Rain, Partially cloudy"
2022-07-04,0.51,33.5,36.0,28.7,15.8,11.2,13.5,64.1,"Rain, Partially cloudy"
2022-07-05,0.0,33.9,37.2,30.4,27.4,13.7,20.55,64.5,Partially cloudy
2022-07-06,0.0,34.4,37.8,30.4,33.5,18.4,25.95,63.0,Partially cloudy
2022-07-07,0.0,34.6,38.0,31.4,24.8,18.4,21.6,59.3,Partially cloudy
2022-07-08,0.0,34.9,38.2,31.0,22.0,14.8,18.4,54.8,Partially cloudy
2022-07-09,0.0,32.0,35.0,28.7,38.9,22.3,30.6,66.5,Partially cloudy
2022-07-10,0.0,31.0,34.0,28.3,33.5,18.4,25.95,73.6,Partially cloudy
2022-07-11,0.851,31.8,36.0,28.7,33.5,16.9,25.2,67.9,"Rain, Partially cloudy"
2022-07-12,2.149,30.3,33.0,28.0,33.5,14.7,24.1,80.1,"Rain, Partially cloudy"
2022-07-13,0.0,31.5,36.0,28.0,24.5,13.0,18.75,73.3,Partially cloudy
2022-07-14,0.03,32.3,38.6,29.4,40.7,16.6,28.65,67.6,"Rain, Partially cloudy"
2022-07-15,0.0,32.9,37.0,28.6,37.8,20.5,29.15,63.7,Partially cloudy
2022-07-16,18.058,29.4,35.4,25.8,40.7,22.3,31.5,80.4,"Rain, Partially cloudy"
2022-07-17,10.552,29.9,34.1,25.9,29.9,15.3,22.6,81.9,"Rain, Partially cloudy"
2022-07-18,0.0,33.2,37.1,28.9,18.4,13.0,15.7,68.8,Partially cloudy
2022-07-19,10.0,32.4,37.0,29.0,40.7,17.1,28.9,73.5,"Rain, Partially cloudy"
2022-07-20,60.975,29.7,34.8,25.3,40.7,22.3,31.5,84.0,"Rain, Cloudy"
2022-07-21,0.7,29.0,32.4,25.9,23.4,11.2,17.3,84.0,"Rain, Cloudy"
2022-07-22,7.09,29.4,32.8,27.8,23.0,15.4,19.2,86.7,"Rain, Cloudy"
2022-07-23,0.568,29.7,33.1,26.9,33.8,18.4,26.1,85.6,"Rain, Partially cloudy"
2022-07-24,3.285,30.0,34.4,27.0,46.4,22.5,34.45,82.5,"Rain, Partially cloudy"
2022-07-25,2.197,30.0,34.0,27.0,37.1,21.5,29.3,80.3,"Rain, Partially cloudy"
2022-07-26,0.0,29.4,32.8,27.0,37.4,20.5,28.95,81.0,Partially cloudy
2022-07-27,0.0,30.0,33.6,27.0,27.0,16.6,21.8,80.0,Partially cloudy
2022-07-28,17.162,28.6,32.0,26.9,22.0,11.2,16.6,86.3,"Rain, Partially cloudy"
2022-07-29,2.448,28.0,32.0,26.0,29.5,11.2,20.35,89.2,"Rain, Cloudy"
2022-07-30,15.76,28.4,31.6,26.4,19.1,16.6,17.85,86.9,"Rain, Cloudy"
2022-07-31,11.422,28.7,32.0,26.0,14.0,11.2,12.6,84.3,"Rain, Partially cloudy"
2022-08-01,0.0,29.7,34.0,27.3,14.0,13.0,13.5,79.6,Partially cloudy
2022-08-02,0.0,31.0,35.0,27.0,12.2,29.0,20.6,75.9,Partially cloudy
2022-08-03,5.955,30.8,34.0,28.0,22.3,14.8,18.55,76.1,"Rain, Partially cloudy"
2022-08-04,4.928,29.4,32.7,27.0,20.9,18.4,19.65,84.6,"Rain, Partially cloudy"
2022-08-05,10.577,27.9,30.0,26.9,28.4,13.0,20.7,92.1,"Rain, Partially cloudy"
2022-08-06,0.0,30.2,33.0,27.0,20.9,11.2,16.05,84.5,Partially cloudy
2022-08-07,6.63,27.6,30.0,26.0,55.4,27.7,41.55,93.3,"Rain, Partially cloudy"
2022-08-08,0.0,30.1,34.3,26.0,18.0,9.4,13.7,79.9,Partially cloudy
2022-08-09,0.134,32.0,35.6,28.0,20.5,16.6,18.55,75.3,"Rain, Partially cloudy"
2022-08-10,0.0,32.5,35.7,29.0,27.7,15.5,21.6,68.9,Partially cloudy
2022-08-11,0.03,29.6,32.0,27.0,51.8,18.5,35.15,73.9,"Rain, Partially cloudy"
2022-08-12,0.0,31.2,36.0,27.3,42.5,20.5,31.5,71.1,Partially cloudy
2022-08-13,0.0,30.9,34.1,28.0,36.7,16.6,26.65,73.4,Partially cloudy
2022-08-14,5.747,28.9,32.5,27.0,18.7,11.2,14.95,86.6,"Rain, Partially cloudy"
2022-08-15,0.0,29.3,34.0,27.0,42.8,18.4,30.6,81.3,Partially cloudy
2022-08-16,2.448,29.1,32.4,27.7,58.3,37.1,47.7,78.7,"Rain, Partially cloudy"
2022-08-17,0.0,29.2,33.3,26.0,41.0,22.3,31.65,76.8,Partially cloudy
2022-08-18,0.0,30.3,34.5,26.9,17.3,11.9,14.6,76.1,Partially cloudy
2022-08-19,0.0,31.1,34.7,28.0,33.5,17.4,25.45,71.6,Partially cloudy
2022-08-20,6.851,29.6,32.0,27.0,19.1,13.0,16.05,80.8,"Rain, Partially cloudy"
2022-08-21,1.344,30.9,35.0,27.9,15.1,11.2,13.15,76.7,"Rain, Partially cloudy"
2022-08-22,0.0,31.5,35.2,28.9,32.8,22.3,27.55,74.3,Partially cloudy
2022-08-23,0.0,30.7,33.6,28.0,55.4,27.7,41.55,71.4,Partially cloudy
2022-08-24,5.104,29.1,33.0,27.0,35.6,16.6,26.1,80.9,"Rain, Partially cloudy"
2022-08-25,0.0,30.1,34.0,26.0,23.0,11.2,17.1,72.3,Partially cloudy
2022-08-26,0.0,30.7,35.0,27.0,29.5,14.8,22.15,73.0,Partially cloudy
2022-08-27,0.17,30.7,35.0,27.0,33.5,20.1,26.8,70.2,"Rain, Partially cloudy"
2022-08-28,0.0,30.6,34.2,27.0,35.3,17.9,26.6,65.9,Partially cloudy
2022-08-29,0.851,30.3,34.8,26.0,16.9,18.4,17.65,66.9,"Rain, Partially cloudy"
2022-08-30,1.514,30.2,35.0,26.7,11.2,16.6,13.9,77.4,"Rain, Partially cloudy"
2022-08-31,0.0,31.5,37.0,27.0,19.4,14.8,17.1,66.9,Partially cloudy
2022-09-01,0.0,32.1,36.5,28.0,29.2,11.2,20.2,66.3,Partially cloudy
2022-09-02,7.656,32.1,35.3,28.0,17.6,13.0,15.3,62.9,"Rain, Partially cloudy"
2022-09-03,0.0,32.2,36.0,28.0,33.5,22.3,27.9,58.2,Partially cloudy
2022-09-04,0.0,32.3,37.0,28.0,29.5,16.2,22.85,56.6,Partially cloudy
2022-09-05,0.0,31.9,37.0,27.0,12.6,13.2,12.9,58.7,Partially cloudy
2022-09-06,0.0,31.7,36.0,28.0,18.0,14.8,16.4,59.4,Partially cloudy
2022-09-07,0.0,32.1,36.5,27.6,23.0,11.2,17.1,59.3,Partially cloudy
2022-09-08,0.0,32.2,36.2,28.3,19.1,9.4,14.25,61.8,Partially cloudy
2022-09-09,0.0,32.2,37.0,27.9,17.6,16.6,17.1,64.8,Partially cloudy
2022-09-10,0.0,31.6,35.3,29.0,20.9,14.8,17.85,71.9,Partially cloudy
2022-09-11,0.0,32.2,36.0,28.2,18.0,13.0,15.5,61.3,Partially cloudy
2022-09-12,0.0,31.8,36.5,28.0,28.1,18.4,23.25,62.8,Partially cloudy
2022-09-13,8.552,30.0,34.0,25.0,37.1,18.4,27.75,70.4,"Rain, Partially cloudy"
2022-09-14,9.403,28.5,32.0,26.0,39.2,20.9,30.05,78.6,"Rain, Partially cloudy"
2022-09-15,5.253,26.4,30.0,24.0,41.8,14.9,28.35,92.7,"Rain, Cloudy"
2022-09-16,8.253,24.8,26.0,24.0,37.1,14.9,26.0,96.6,"Rain, Cloudy"
2022-09-17,0.0,28.5,33.2,24.0,22.7,11.2,16.95,82.2,Partially cloudy
2022-09-18,0.0,29.5,35.0,25.3,17.3,9.4,13.35,73.6,Partially cloudy
2022-09-19,5.104,29.3,33.0,26.5,15.8,13.0,14.4,77.3,"Rain, Partially cloudy"
2022-09-20,0.17,28.8,33.5,26.1,11.5,11.2,11.35,77.1,"Rain, Partially cloudy"
2022-09-21,3.448,27.1,32.3,25.3,16.9,16.6,16.75,87.1,"Rain, Partially cloudy"
2022-09-22,49.664,25.4,27.7,24.6,37.1,16.6,26.85,95.9,"Rain, Cloudy"
2022-09-23,47.403,25.0,27.0,24.0,42.8,13.0,27.9,98.2,"Rain, Cloudy"
2022-09-24,19.896,25.3,27.0,24.4,38.9,20.5,29.7,97.2,"Rain, Cloudy"
2022-09-25,0.0,27.0,30.0,24.7,31.3,11.2,21.25,84.8,Partially cloudy
2022-09-26,0.0,28.1,32.3,24.7,17.6,13.0,15.3,82.4,Partially cloudy
2022-09-27,0.0,28.6,33.0,24.4,18.0,11.2,14.6,76.5,Partially cloudy
2022-09-28,0.0,29.2,34.0,25.0,19.8,13.0,16.4,71.1,Clear
2022-09-29,0.0,28.8,33.3,25.0,19.8,14.8,17.3,71.6,Clear
2022-09-30,0.0,28.9,33.6,25.0,22.7,13.0,17.85,73.5,Partially cloudy
2022-10-01,0.0,29.1,33.2,25.0,20.2,13.0,16.6,72.0,Clear
2022-10-02,0.0,29.5,34.8,24.8,27.4,16.6,22.0,64.1,Clear
2022-10-03,0.0,29.0,34.1,24.0,33.5,24.4,28.95,59.4,Clear
2022-10-04,0.0,29.1,33.8,24.0,11.9,11.2,11.55,63.3,Partially cloudy
2022-10-05,0.0,28.7,33.5,25.6,19.8,9.4,14.6,69.7,Partially cloudy
2022-10-06,0.0,26.0,29.9,24.0,28.4,16.6,22.5,78.3,Partially cloudy
2022-10-07,0.3,23.9,26.2,22.9,27.4,16.9,22.15,87.3,"Rain, Cloudy"
2022-10-08,73.499,22.5,24.1,21.0,35.3,18.4,26.85,96.9,"Rain, Cloudy"
2022-10-09,29.609,22.0,24.0,21.0,42.8,18.4,30.6,99.0,"Rain, Cloudy"
2022-10-10,9.603,22.0,24.0,20.4,40.0,14.8,27.4,97.2,"Rain, Cloudy"
2022-10-11,6.124,24.8,29.0,21.5,15.5,9.4,12.45,87.1,"Rain, Partially cloudy"
2022-10-12,0.0,25.3,30.0,21.0,16.6,9.4,13.0,81.7,Partially cloudy
2022-10-13,0.0,25.4,31.5,20.4,22.7,17.6,20.15,72.7,Clear
2022-10-14,0.0,25.5,30.8,21.0,16.2,13.0,14.6,71.6,Clear
2022-10-15,0.0,25.8,32.0,21.0,11.5,13.0,12.25,69.8,Clear
2022-10-16,0.0,26.2,32.0,20.9,15.8,7.6,11.7,61.0,Clear
2022-10-17,0.0,26.5,31.6,21.7,15.5,10.2,12.85,56.0,Clear
2022-10-18,0.0,26.0,33.0,20.0,16.2,7.6,11.9,55.6,Clear
2022-10-19,0.0,26.5,33.0,19.7,20.9,9.4,15.15,50.8,Clear
2022-10-20,0.0,26.2,33.3,19.4,19.8,7.6,13.7,54.1,Clear
2022-10-21,0.0,26.2,32.4,20.0,21.2,7.6,14.4,55.3,Partially cloudy
2022-10-22,0.0,25.2,31.0,20.0,15.8,13.0,14.4,56.8,Clear
2022-10-23,0.0,23.9,31.0,17.4,10.8,9.4,10.1,55.0,Clear
2022-10-24,0.0,23.6,31.0,17.8,16.6,11.2,13.9,60.1,Clear
2022-10-25,0.0,23.8,30.0,17.3,23.4,16.6,20.0,53.7,Clear
2022-10-26,0.0,24.1,31.2,17.5,12.6,7.6,10.1,60.9,Clear
