DATE,PRCP,TAVG,TMAX,TMIN,WIND_MAX(kph),WIND_MIN(kph),AVG_WIND(kph),HUMIDITY_(%),Weather
2016-01-08,0.0,15.6,20.6,13.0,33.5,12.0,22.75,86.3,Partially cloudy
2016-01-09,0.0,14.9,22.0,10.0,38.2,22.3,30.25,74.1,Clear
2016-01-10,0.0,15.5,23.7,8.7,25.6,11.9,18.75,72.8,Clear
2016-01-11,0.0,15.9,25.0,9.0,16.6,8.9,12.75,73.8,Clear
2016-01-12,0.0,16.5,24.8,9.4,28.8,14.8,21.8,73.5,Clear
2016-01-13,0.0,16.6,22.6,13.0,22.7,11.5,17.1,80.7,Partially cloudy
2016-01-14,0.0,15.0,18.8,12.2,14.4,13.0,13.7,85.3,Partially cloudy
2016-01-15,0.0,12.3,15.0,10.0,27.4,16.6,22.0,87.4,Partially cloudy
2016-01-16,0.0,12.8,16.8,10.0,32.4,22.8,27.6,81.5,Partially cloudy
2016-01-17,0.0,12.9,18.6,9.0,13.7,9.4,11.55,80.9,Partially cloudy
2016-01-18,0.0,12.2,18.8,7.0,15.8,13.0,14.4,83.0,Clear
2016-01-19,0.0,11.2,15.0,9.0,19.8,9.4,14.6,91.7,Partially cloudy
2016-01-20,0.0,10.5,14.7,7.7,22.7,10.8,16.75,88.6,Clear
2016-01-21,0.0,10.9,16.8,7.0,28.4,13.0,20.7,80.5,Clear
2016-01-22,0.0,10.2,17.2,4.0,23.8,7.6,15.7,87.7,Partially cloudy
2016-01-23,0.0,12.7,21.8,5.2,16.6,7.6,12.1,80.4,Clear
2016-01-24,0.0,10.2,15.6,7.0,21.2,10.8,16.0,91.3,Partially cloudy
2016-01-25,0.0,10.7,17.8,6.0,22.0,11.4,16.7,80.9,Clear
2016-01-26,0.0,13.1,21.0,7.5,14.8,9.4,12.1,83.0,Partially cloudy
2016-01-27,0.0,16.1,23.8,10.2,15.5,9.4,12.45,73.2,Partially cloudy
2016-01-28,0.0,15.5,23.8,9.2,25.6,13.6,19.6,73.6,Clear
2016-01-29,0.0,17.8,27.9,11.8,17.3,7.9,12.6,73.7,Partially cloudy
2016-01-30,0.0,19.7,26.7,13.7,21.6,11.2,16.4,76.1,Clear
2016-01-31,0.0,17.2,21.0,14.0,27.4,18.0,22.7,80.9,Partially cloudy
2016-02-01,0.0,15.1,22.0,9.0,28.8,18.4,23.6,71.1,Clear
2016-02-02,0.0,14.4,20.9,7.0,32.8,21.3,27.05,61.9,Clear
2016-02-03,0.0,14.1,21.0,7.0,37.4,22.3,29.85,60.7,Clear
2016-02-04,0.0,14.7,23.0,7.0,33.5,18.4,25.95,59.8,Clear
2016-02-05,0.0,15.1,24.7,6.0,24.5,14.8,19.65,57.4,Clear
2016-02-06,0.0,16.1,27.2,8.0,23.0,18.4,20.7,56.4,Clear
2016-02-07,0.085,16.4,21.0,12.3,25.6,15.5,20.55,64.2,"Rain, Partially cloudy"
2016-02-08,0.0,15.5,23.0,9.1,19.4,14.8,17.1,69.9,Clear
2016-02-09,0.0,15.8,23.8,8.0,23.4,14.1,18.75,76.3,Clear
2016-02-10,0.0,17.0,25.8,9.0,16.9,7.6,12.25,68.4,Clear
2016-02-11,0.0,18.4,26.0,12.4,36.7,15.4,26.05,57.8,Clear
2016-02-12,0.0,18.3,25.8,10.0,16.9,11.2,14.05,56.4,Clear
2016-02-13,0.03,17.0,22.3,12.7,34.2,16.6,25.4,60.8,"Rain, Partially cloudy"
2016-02-14,0.0,16.8,23.8,10.2,24.1,17.7,20.9,66.4,Clear
2016-02-15,0.0,17.3,22.8,11.4,20.9,11.5,16.2,61.8,Partially cloudy
2016-02-16,0.0,17.2,24.0,10.0,17.6,14.2,15.9,58.3,Clear
2016-02-17,0.0,18.3,25.0,11.0,20.2,16.6,18.4,56.6,Partially cloudy
2016-02-18,0.83,18.6,23.0,15.0,19.8,16.6,18.2,75.8,"Rain, Partially cloudy"
2016-02-19,0.0,21.7,29.8,15.0,19.4,11.2,15.3,71.5,Partially cloudy
2016-02-20,0.34,22.9,27.8,19.9,31.3,17.4,24.35,74.9,"Rain, Partially cloudy"
2016-02-21,0.0,19.6,25.8,16.0,39.2,26.0,32.6,71.4,Clear
2016-02-22,0.0,19.3,28.0,11.0,42.2,25.9,34.05,59.8,Clear
2016-02-23,0.0,20.2,29.0,13.0,30.6,20.5,25.55,52.2,Clear
2016-02-24,0.0,20.2,30.3,12.0,19.1,9.4,14.25,58.8,Clear
2016-02-25,0.0,20.8,30.0,12.0,23.8,11.5,17.65,58.3,Clear
2016-02-26,0.0,21.9,29.9,13.4,24.5,9.4,16.95,55.7,Clear
2016-02-27,0.0,21.9,29.7,14.7,20.2,8.5,14.35,58.0,Clear
2016-02-28,0.0,21.7,29.8,14.5,19.8,11.8,15.8,65.9,Clear
2016-02-29,0.0,22.8,30.8,16.4,23.0,10.3,16.65,66.4,Clear
2016-03-01,0.0,23.4,30.8,16.3,15.1,7.6,11.35,61.9,Partially cloudy
2016-03-02,0.0,24.5,32.1,16.5,15.1,9.4,12.25,56.0,Clear
2016-03-03,0.0,24.8,34.0,16.5,19.1,11.2,15.15,54.9,Clear
2016-03-04,0.0,25.5,34.0,18.7,46.4,27.7,37.05,53.5,Partially cloudy
2016-03-05,2.085,22.8,29.8,17.0,38.5,20.5,29.5,59.0,"Rain, Partially cloudy"
2016-03-06,3.403,21.6,28.0,16.2,33.8,14.8,24.3,70.9,"Rain, Partially cloudy"
2016-03-07,0.0,22.7,29.0,16.9,19.4,14.8,17.1,66.5,Partially cloudy
2016-03-08,0.0,22.5,28.1,17.0,23.0,16.2,19.6,64.4,Partially cloudy
2016-03-09,0.0,22.8,29.0,16.0,28.8,18.0,23.4,62.0,Clear
2016-03-10,0.0,24.0,31.0,16.2,27.0,14.6,20.8,62.0,Clear
2016-03-11,7.897,24.0,33.2,20.0,27.0,14.8,20.9,69.5,"Rain, Partially cloudy"
2016-03-12,1.701,23.4,30.8,18.9,44.6,18.4,31.5,68.7,"Rain, Partially cloudy"
2016-03-13,0.0,23.0,28.9,17.6,44.6,20.5,32.55,66.2,Partially cloudy
2016-03-14,0.3,22.3,27.0,17.8,27.0,16.6,21.8,64.9,"Rain, Partially cloudy"
2016-03-15,0.0,22.3,29.3,15.0,27.7,18.4,23.05,63.1,Partially cloudy
2016-03-16,0.0,22.1,29.1,14.0,34.9,16.6,25.75,58.1,Partially cloudy
2016-03-17,0.0,24.7,31.7,18.0,27.4,16.6,22.0,54.1,Partially cloudy
2016-03-18,0.425,25.5,31.7,20.7,36.7,13.2,24.95,59.1,"Rain, Partially cloudy"
2016-03-19,13.909,25.5,33.0,20.0,24.8,16.6,20.7,59.5,"Rain, Partially cloudy"
2016-03-20,0.0,25.9,33.0,19.5,22.3,14.8,18.55,60.7,Clear
2016-03-21,0.0,25.7,32.0,20.5,44.6,23.8,34.2,47.9,Clear
2016-03-22,0.0,23.5,30.0,17.0,47.2,31.4,39.3,40.6,Clear
2016-03-23,0.0,24.1,32.2,16.0,36.4,23.6,30.0,45.0,Clear
2016-03-24,0.0,26.2,37.0,16.0,16.9,12.6,14.75,47.8,Clear
2016-03-25,0.0,28.2,36.4,19.0,20.5,11.2,15.85,49.7,Partially cloudy
2016-03-26,0.0,24.4,27.1,20.0,32.0,16.2,24.1,60.5,Partially cloudy
2016-03-27,0.0,25.3,32.0,18.0,33.1,18.4,25.75,53.6,Partially cloudy
2016-03-28,0.0,25.1,33.0,16.0,32.0,15.1,23.55,51.0,Clear
2016-03-29,0.0,25.8,32.2,18.0,30.6,15.4,23.0,48.3,Partially cloudy
2016-03-30,0.0,27.5,35.0,19.3,21.6,15.4,18.5,44.9,Partially cloudy
2016-03-31,0.0,29.1,37.4,20.7,24.8,10.3,17.55,40.7,Partially cloudy
2016-04-01,0.0,30.0,38.0,21.0,31.7,27.1,29.4,40.5,Clear
2016-04-02,0.0,30.9,39.0,22.0,27.4,13.9,20.65,40.4,Partially cloudy
2016-04-03,0.0,32.6,39.5,25.8,18.4,9.5,13.95,41.4,Partially cloudy
2016-04-04,0.0,32.0,39.4,24.5,27.4,15.9,21.65,34.9,Partially cloudy
2016-04-05,0.0,31.5,36.2,26.8,34.6,17.3,25.95,34.1,Partially cloudy
2016-04-06,0.06,30.3,37.2,23.0,31.7,11.2,21.45,32.8,"Rain, Partially cloudy"
2016-04-07,0.0,28.6,35.8,20.0,33.8,22.3,28.05,40.0,Partially cloudy
2016-04-08,0.0,28.2,35.5,20.4,22.7,11.5,17.1,37.2,Clear
2016-04-09,0.0,29.6,37.0,20.5,30.2,18.4,24.3,34.5,Clear
2016-04-10,0.0,31.0,36.9,24.0,27.0,16.6,21.8,30.8,Partially cloudy
2016-04-11,0.0,28.9,36.0,21.0,40.0,24.1,32.05,34.2,Clear
2016-04-12,0.0,29.1,35.2,22.0,45.0,31.0,38.0,35.3,Clear
2016-04-13,0.0,30.6,38.0,21.0,49.0,34.2,41.6,28.8,Clear
2016-04-14,0.0,31.6,39.4,22.0,39.2,22.8,31.0,26.7,Clear
2016-04-15,0.0,33.0,40.4,23.9,34.6,19.1,26.85,25.7,Partially cloudy
2016-04-16,0.0,34.2,42.4,25.6,33.5,20.5,27.0,26.8,Partially cloudy
2016-04-17,0.0,34.5,42.0,28.0,31.7,18.4,25.05,26.0,Partially cloudy
2016-04-18,0.0,33.9,40.4,28.0,33.1,17.3,25.2,30.8,Partially cloudy
2016-04-19,0.0,33.5,42.0,26.7,23.8,14.4,19.1,33.1,Partially cloudy
2016-04-20,0.0,32.7,40.2,25.0,36.7,20.2,28.45,27.9,Partially cloudy
2016-04-21,0.0,33.0,39.4,23.0,41.8,24.5,33.15,26.6,Clear
2016-04-22,0.0,32.7,41.0,25.4,40.7,20.5,30.6,27.5,Partially cloudy
2016-04-23,0.0,31.2,37.3,24.1,36.0,22.3,29.15,23.6,Clear
2016-04-24,0.0,30.2,37.4,20.8,35.3,25.8,30.55,22.8,Clear
2016-04-25,0.0,31.1,39.2,21.8,32.0,15.6,23.8,21.0,Partially cloudy
2016-04-26,0.0,32.2,40.2,22.5,21.6,13.8,17.7,24.1,Partially cloudy
2016-04-27,0.0,32.1,40.2,23.4,40.7,14.8,27.75,28.0,Partially cloudy
2016-04-28,0.0,32.3,40.4,23.0,33.5,21.0,27.25,23.5,Clear
2016-04-29,0.0,32.5,40.1,23.1,37.1,17.8,27.45,24.6,Clear
2016-04-30,0.0,32.3,40.4,23.3,28.1,14.1,21.1,23.3,Clear
2016-05-01,0.0,33.6,41.6,23.2,33.5,16.6,25.05,22.7,Clear
2016-05-02,0.0,35.8,44.4,25.7,45.8,27.5,36.65,19.7,Partially cloudy
2016-05-03,0.0,35.5,39.2,31.8,37.1,17.7,27.4,26.0,Partially cloudy
2016-05-04,0.0,32.5,40.0,28.3,37.1,21.8,29.45,34.7,Partially cloudy
2016-05-05,0.149,29.3,34.1,22.0,40.7,24.1,32.4,48.1,"Rain, Partially cloudy"
2016-05-06,0.0,30.2,35.0,25.9,20.5,12.3,16.4,40.2,Partially cloudy
2016-05-07,0.0,32.3,38.1,25.7,19.1,13.0,16.05,38.0,Partially cloudy
2016-05-08,0.0,33.4,39.0,26.6,32.0,13.0,22.5,39.4,Partially cloudy
2016-05-09,0.0,32.8,38.0,28.4,36.0,18.4,27.2,43.0,Partially cloudy
2016-05-10,0.0,33.2,38.1,27.4,40.7,26.7,33.7,39.9,Partially cloudy
2016-05-11,2.552,31.8,38.1,25.1,37.1,16.6,26.85,50.2,"Rain, Partially cloudy"
2016-05-12,0.0,34.3,40.4,27.3,33.5,19.4,26.45,45.5,Clear
2016-05-13,0.119,35.6,42.2,28.8,37.1,18.4,27.75,35.4,"Rain, Partially cloudy"
2016-05-14,0.0,35.9,42.4,28.4,22.7,20.3,21.5,33.3,Clear
2016-05-15,0.0,36.6,42.4,28.4,28.1,14.1,21.1,30.3,Clear
2016-05-16,0.0,36.6,44.0,27.8,55.4,37.1,46.25,24.8,Clear
2016-05-17,0.0,36.7,43.2,30.0,33.5,18.4,25.95,25.9,Clear
2016-05-18,0.0,37.1,43.7,26.9,23.8,18.8,21.3,25.6,Clear
2016-05-19,0.0,36.4,42.8,29.9,42.1,20.3,31.2,38.7,Clear
2016-05-20,0.0,36.4,41.4,31.0,43.9,22.3,33.1,46.8,Clear
2016-05-21,0.0,35.9,41.2,31.4,39.2,20.5,29.85,48.7,Clear
2016-05-22,0.0,36.0,43.5,29.3,35.3,20.5,27.9,48.3,Clear
2016-05-23,6.747,31.9,40.5,23.7,55.4,36.1,45.75,52.8,"Rain, Partially cloudy"
2016-05-24,3.403,30.2,35.0,24.2,55.4,18.4,36.9,57.6,"Rain, Partially cloudy"
2016-05-25,0.459,31.4,39.0,27.9,46.4,18.3,32.35,55.6,"Rain, Partially cloudy"
2016-05-26,0.0,33.6,39.4,26.9,27.0,15.4,21.2,47.6,Clear
2016-05-27,0.0,36.6,41.2,31.7,38.9,26.2,32.55,34.7,Partially cloudy
2016-05-28,0.09,36.1,41.2,27.9,46.4,27.7,37.05,36.0,Rain
2016-05-29,0.788,29.6,36.8,24.0,64.8,33.5,49.15,59.7,"Rain, Partially cloudy"
2016-05-30,9.495,26.8,32.3,23.2,46.4,25.0,35.7,72.1,"Rain, Partially cloudy"
2016-05-31,0.0,31.2,37.2,25.2,46.4,18.4,32.4,59.4,Partially cloudy
2016-06-01,0.0,33.9,39.8,27.4,33.5,21.3,27.4,46.5,Partially cloudy
2016-06-02,0.0,36.5,42.2,31.0,32.0,21.0,26.5,37.9,Clear
2016-06-03,0.0,36.9,43.4,29.9,33.5,11.8,22.65,38.1,Clear
2016-06-04,0.0,37.7,43.0,31.4,24.1,11.2,17.65,40.5,Clear
2016-06-05,0.0,36.4,42.0,31.0,39.6,22.0,30.8,51.2,Clear
2016-06-06,0.0,34.7,39.2,31.4,46.4,23.7,35.05,46.3,Partially cloudy
2016-06-07,0.0,33.6,38.0,29.5,46.4,131.4,88.9,50.0,Clear
2016-06-08,0.0,35.4,42.0,29.9,34.2,18.4,26.3,43.3,Clear
2016-06-09,0.09,34.7,41.0,30.0,39.1,22.5,30.8,45.8,"Rain, Partially cloudy"
2016-06-10,0.0,34.7,42.4,29.1,55.4,30.3,42.85,41.0,Partially cloudy
2016-06-11,2.149,32.4,39.4,26.1,46.4,27.7,37.05,52.3,"Rain, Partially cloudy"
2016-06-12,0.0,34.2,39.2,27.0,32.0,14.8,23.4,42.4,Partially cloudy
2016-06-13,0.23,34.8,40.8,28.2,55.4,37.1,46.25,46.7,"Rain, Partially cloudy"
2016-06-14,0.0,31.6,36.0,25.0,38.5,29.5,34.0,60.3,Partially cloudy
2016-06-15,0.0,34.0,38.4,30.0,33.5,17.7,25.6,55.8,Partially cloudy
2016-06-16,0.0,33.0,36.9,29.0,34.9,24.1,29.5,54.2,Partially cloudy
2016-06-17,4.372,33.2,39.2,27.3,46.4,20.2,33.3,55.8,"Rain, Partially cloudy"
2016-06-18,0.0,35.2,39.2,30.9,33.5,22.3,27.9,54.8,Partially cloudy
2016-06-19,0.0,34.6,40.0,30.6,32.8,24.2,28.5,57.9,Partially cloudy
2016-06-20,8.104,31.2,38.2,26.3,37.1,18.4,27.75,73.0,"Rain, Partially cloudy"
2016-06-21,0.0,31.5,37.2,27.0,37.1,16.9,27.0,69.6,Partially cloudy
2016-06-22,0.851,32.1,37.1,27.0,22.3,14.8,18.55,66.9,"Rain, Partially cloudy"
2016-06-23,0.4,32.6,38.0,27.8,28.1,20.5,24.3,59.7,"Rain, Partially cloudy"
2016-06-24,0.0,35.2,40.0,30.0,31.7,14.8,23.25,52.6,Partially cloudy
2016-06-25,0.0,35.0,39.2,32.0,46.4,19.2,32.8,59.5,Partially cloudy
2016-06-26,0.0,34.1,38.9,30.0,31.7,14.8,23.25,61.9,Partially cloudy
2016-06-27,0.0,34.0,38.2,31.0,32.0,16.6,24.3,63.5,Partially cloudy
2016-06-28,14.214,30.3,35.0,26.1,34.2,16.6,25.4,77.0,"Rain, Partially cloudy"
2016-06-29,0.0,34.2,39.0,28.2,29.2,17.3,23.25,63.7,Partially cloudy
2016-06-30,5.104,35.3,39.5,31.4,25.2,14.8,20.0,59.8,"Rain, Partially cloudy"
2016-07-01,22.223,31.8,36.4,28.1,30.6,16.1,23.35,75.3,"Rain, Partially cloudy"
2016-07-02,6.432,28.1,30.0,25.0,37.1,18.4,27.75,79.9,"Rain, Cloudy"
2016-07-03,1.747,29.2,31.8,27.0,26.3,9.4,17.85,79.8,"Rain, Cloudy"
2016-07-04,41.461,29.9,34.0,26.1,20.5,11.2,15.85,80.6,"Rain, Partially cloudy"
2016-07-05,0.0,32.4,36.3,28.0,31.3,13.0,22.15,72.1,Partially cloudy
2016-07-06,0.0,32.4,36.2,29.0,24.1,15.4,19.75,70.7,Partially cloudy
2016-07-07,0.0,32.8,36.5,29.8,27.7,13.0,20.35,67.9,Partially cloudy
2016-07-08,3.552,31.0,34.8,29.0,37.1,21.9,29.5,75.1,"Rain, Partially cloudy"
2016-07-09,0.0,31.9,37.0,28.0,25.2,11.5,18.35,73.2,Partially cloudy
2016-07-10,0.0,32.0,36.4,29.8,18.0,14.4,16.2,69.7,Partially cloudy
2016-07-11,0.0,31.2,34.8,29.0,28.8,14.8,21.8,74.9,Partially cloudy
2016-07-12,4.58,30.1,34.6,28.7,34.2,17.7,25.95,82.0,"Rain, Partially cloudy"
2016-07-13,15.104,30.5,34.6,28.4,34.9,22.1,28.5,81.0,"Rain, Partially cloudy"
2016-07-14,26.194,29.8,35.2,26.8,33.5,16.6,25.05,84.8,"Rain, Partially cloudy"
2016-07-15,0.255,30.1,33.6,27.8,26.3,18.0,22.15,84.3,"Rain, Partially cloudy"
2016-07-16,16.227,27.7,30.0,25.0,16.9,11.2,14.05,91.3,"Rain, Cloudy"
2016-07-17,1.448,27.7,29.9,26.0,28.8,11.8,20.3,89.2,"Rain, Cloudy"
2016-07-18,40.324,27.7,32.0,25.3,55.4,35.4,45.4,88.3,"Rain, Partially cloudy"
2016-07-19,0.0,31.1,35.2,27.0,37.4,23.9,30.65,76.4,Partially cloudy
2016-07-20,0.0,33.0,37.0,29.0,35.3,20.9,28.1,70.0,Partially cloudy
2016-07-21,0.0,33.4,37.2,29.0,31.3,21.3,26.3,62.6,Partially cloudy
2016-07-22,0.0,33.3,37.0,29.0,25.2,16.6,20.9,64.0,Partially cloudy
2016-07-23,0.0,31.3,34.2,29.0,34.6,16.6,25.6,71.9,Partially cloudy
2016-07-24,0.597,30.6,34.8,28.9,23.8,13.0,18.4,79.4,"Rain, Partially cloudy"
2016-07-25,0.119,31.4,34.2,28.8,18.0,11.2,14.6,75.2,"Rain, Partially cloudy"
2016-07-26,7.253,30.0,34.8,28.0,37.1,18.4,27.75,83.3,"Rain, Partially cloudy"
2016-07-27,15.642,27.9,30.6,27.0,37.1,18.4,27.75,88.7,"Rain, Cloudy"
2016-07-28,4.299,28.8,32.9,27.0,19.4,13.7,16.55,85.1,"Rain, Cloudy"
2016-07-29,18.916,27.3,28.8,26.2,22.7,19.3,21.0,93.8,"Rain, Cloudy"
2016-07-30,32.558,27.2,30.0,26.2,24.5,8.9,16.7,93.6,"Rain, Cloudy"
2016-07-31,0.0,28.5,31.0,26.9,23.4,13.0,18.2,87.2,Partially cloudy
2016-08-01,23.564,28.4,32.2,26.7,30.2,20.5,25.35,88.2,"Rain, Cloudy"
2016-08-02,2.091,29.6,35.0,27.0,40.7,13.2,26.95,81.0,"Rain, Partially cloudy"
2016-08-03,0.0,31.4,35.8,27.0,41.8,11.2,26.5,70.7,Partially cloudy
2016-08-04,0.0,32.6,36.6,29.0,39.2,14.8,27.0,67.5,Partially cloudy
2016-08-05,0.17,33.0,36.6,29.0,28.4,11.2,19.8,68.1,"Rain, Partially cloudy"
2016-08-06,3.199,29.9,32.8,27.1,33.5,24.1,28.8,78.5,"Rain, Partially cloudy"
2016-08-07,0.0,31.9,35.8,27.0,36.7,18.4,27.55,71.2,Partially cloudy
2016-08-08,0.0,32.3,35.8,29.0,49.0,16.6,32.8,69.5,Partially cloudy
2016-08-09,0.29,30.4,34.8,28.8,34.6,15.1,24.85,78.6,"Rain, Partially cloudy"
2016-08-10,7.331,30.2,34.6,27.0,32.0,17.2,24.6,81.0,"Rain, Partially cloudy"
2016-08-11,7.105,27.7,30.9,27.0,24.5,14.9,19.7,93.1,"Rain, Cloudy"
2016-08-12,25.609,28.2,32.4,26.9,20.2,13.3,16.75,90.4,"Rain, Cloudy"
2016-08-13,0.469,29.1,33.8,26.0,15.5,10.1,12.8,84.9,"Rain, Partially cloudy"
2016-08-14,4.838,28.8,31.2,26.0,19.4,14.4,16.9,85.7,"Rain, Cloudy"
2016-08-15,2.149,30.8,34.2,27.8,34.2,22.0,28.1,75.8,"Rain, Partially cloudy"
2016-08-16,0.0,30.9,34.8,26.8,32.4,22.7,27.55,71.9,Partially cloudy
2016-08-17,0.83,29.3,31.2,26.0,28.8,11.2,20.0,77.3,"Rain, Partially cloudy"
2016-08-18,1.045,29.4,33.0,27.0,22.7,11.2,16.95,82.0,"Rain, Partially cloudy"
2016-08-19,0.0,31.2,34.0,27.4,19.1,7.6,13.35,73.7,Partially cloudy
2016-08-20,0.0,31.7,35.6,28.0,38.9,15.4,27.15,73.0,Partially cloudy
2016-08-21,0.0,30.3,34.6,27.0,31.3,18.4,24.85,74.6,Partially cloudy
2016-08-22,0.0,30.5,34.9,26.9,32.0,17.6,24.8,71.4,Partially cloudy
2016-08-23,0.0,30.7,33.2,28.0,32.0,13.0,22.5,74.3,Partially cloudy
2016-08-24,5.448,29.7,31.6,28.7,46.8,14.8,30.8,80.6,"Rain, Partially cloudy"
2016-08-25,0.09,30.0,34.7,27.6,30.6,11.8,21.2,81.6,"Rain, Partially cloudy"
2016-08-26,15.448,30.1,35.1,27.4,23.8,17.7,20.75,81.8,"Rain, Partially cloudy"
2016-08-27,0.0,30.6,35.8,26.8,32.0,14.8,23.4,76.3,Partially cloudy
2016-08-28,0.0,31.6,36.7,28.4,31.7,12.1,21.9,73.7,Partially cloudy
2016-08-29,20.596,28.5,33.1,25.8,22.7,14.8,18.75,86.4,"Rain, Cloudy"
2016-08-30,1.0,28.4,32.9,25.7,20.2,11.2,15.7,85.0,"Rain, Partially cloudy"
2016-08-31,64.507,27.1,29.8,24.0,20.5,14.8,17.65,90.7,"Rain, Partially cloudy"
2016-09-01,6.24,27.5,30.8,25.9,22.7,9.4,16.05,88.6,"Rain, Partially cloudy"
2016-09-02,0.0,29.6,33.8,26.0,35.3,20.2,27.75,78.7,Partially cloudy
2016-09-03,0.0,29.7,34.0,25.0,41.4,26.4,33.9,72.1,Partially cloudy
2016-09-04,0.0,30.1,34.0,26.0,33.5,20.8,27.15,71.3,Partially cloudy
2016-09-05,0.0,29.7,33.9,25.0,33.5,25.4,29.45,69.6,Partially cloudy
2016-09-06,0.0,29.7,33.8,25.0,33.5,23.2,28.35,67.5,Partially cloudy
2016-09-07,0.0,29.9,35.0,25.0,33.5,15.3,24.4,67.6,Partially cloudy
2016-09-08,0.0,30.5,35.0,25.0,30.6,18.4,24.5,64.8,Partially cloudy
2016-09-09,0.0,30.7,35.0,26.0,33.5,21.0,27.25,63.1,Clear
2016-09-10,0.0,30.2,35.0,25.0,28.1,19.1,23.6,65.8,Partially cloudy
2016-09-11,0.0,30.4,35.0,25.0,29.2,18.4,23.8,63.6,Clear
2016-09-12,0.0,30.4,34.1,25.6,31.7,19.8,25.75,62.8,Partially cloudy
2016-09-13,0.0,30.7,35.1,26.0,28.8,11.5,20.15,67.6,Partially cloudy
2016-09-14,5.104,29.7,33.8,26.0,23.8,13.8,18.8,74.0,"Rain, Partially cloudy"
2016-09-15,0.0,31.0,35.2,26.9,16.6,13.3,14.95,65.2,Partially cloudy
2016-09-16,0.0,31.2,35.8,26.4,22.0,13.3,17.65,63.4,Clear
2016-09-17,0.0,31.1,35.1,27.0,15.8,7.6,11.7,65.4,Partially cloudy
2016-09-18,0.0,31.2,35.8,26.0,25.2,9.4,17.3,65.3,Partially cloudy
2016-09-19,0.0,31.2,36.6,27.0,16.6,11.2,13.9,63.0,Partially cloudy
2016-09-20,0.0,31.7,37.0,26.4,19.4,7.6,13.5,60.5,Clear
2016-09-21,0.149,31.5,36.9,27.0,37.1,16.6,26.85,64.6,"Rain, Partially cloudy"
2016-09-22,0.0,29.0,32.6,27.0,33.8,18.4,26.1,74.1,Partially cloudy
2016-09-23,0.0,29.8,35.0,25.8,17.6,11.2,14.4,70.8,Partially cloudy
2016-09-24,0.0,29.9,34.2,27.0,24.5,9.4,16.95,71.3,Partially cloudy
2016-09-25,0.0,30.1,34.0,26.0,23.0,8.2,15.6,67.6,Partially cloudy
2016-09-26,0.0,30.5,34.8,26.3,24.1,9.4,16.75,67.2,Partially cloudy
2016-09-27,0.0,30.8,35.2,26.9,28.1,11.2,19.65,65.7,Partially cloudy
2016-09-28,0.0,31.2,36.1,26.2,17.6,7.6,12.6,63.1,Clear
2016-09-29,0.0,30.9,34.3,27.0,20.2,11.2,15.7,66.4,Partially cloudy
2016-09-30,0.0,31.1,35.1,27.0,16.9,7.6,12.25,66.2,Partially cloudy
2016-10-01,0.0,31.6,35.8,27.2,23.4,7.6,15.5,66.2,Partially cloudy
2016-10-02,0.0,31.8,35.0,28.6,21.6,11.2,16.4,67.8,Partially cloudy
2016-10-03,0.0,32.1,36.0,28.4,18.4,8.9,13.65,66.6,Partially cloudy
2016-10-04,0.639,29.7,34.4,25.0,33.5,17.7,25.6,75.8,"Rain, Partially cloudy"
2016-10-05,0.0,27.8,31.0,25.0,18.7,10.8,14.75,78.5,Partially cloudy
2016-10-06,0.0,29.7,33.4,26.8,20.5,9.5,15.0,72.5,Partially cloudy
2016-10-07,0.0,30.0,35.0,25.9,24.5,14.8,19.65,67.9,Partially cloudy
2016-10-08,0.0,29.5,35.0,24.0,27.7,22.0,24.85,63.7,Clear
2016-10-09,0.0,29.6,36.0,24.0,22.7,7.6,15.15,64.5,Clear
2016-10-10,0.0,28.9,34.8,25.7,24.1,14.7,19.4,56.8,Partially cloudy
2016-10-11,0.0,28.1,34.4,22.2,28.8,15.9,22.35,58.2,Clear
2016-10-12,0.0,27.6,34.8,21.0,28.8,21.3,25.05,53.3,Clear
2016-10-13,0.0,27.8,35.0,21.5,27.4,22.0,24.7,48.3,Clear
2016-10-14,0.0,27.5,35.0,20.4,22.3,17.7,20.0,51.4,Clear
2016-10-15,0.0,26.5,33.2,19.0,40.7,11.8,26.25,53.6,Clear
2016-10-16,0.0,26.7,34.0,19.0,20.9,17.2,19.05,51.9,Clear
2016-10-17,0.0,26.3,34.0,20.2,24.1,18.4,21.25,52.0,Clear
2016-10-18,0.0,26.2,34.0,19.0,22.7,19.6,21.15,52.8,Clear
2016-10-19,0.0,26.6,34.8,18.0,20.2,10.8,15.5,52.4,Clear
2016-10-20,0.0,26.6,34.1,19.8,29.2,19.5,24.35,49.5,Clear
2016-10-21,0.0,27.2,34.7,21.0,29.2,25.4,27.3,48.2,Clear
2016-10-22,0.0,27.1,34.6,21.0,33.8,23.1,28.45,51.4,Clear
2016-10-23,0.0,25.9,33.0,19.0,37.8,18.4,28.1,55.3,Clear
2016-10-24,0.0,26.1,34.8,20.0,32.0,23.2,27.6,52.1,Clear
2016-10-25,0.0,26.3,32.8,20.7,33.5,24.6,29.05,54.1,Clear
2016-10-26,0.0,25.3,33.1,19.0,23.4,14.4,18.9,59.8,Clear
2016-10-27,0.0,24.6,32.1,18.2,27.7,13.3,20.5,60.9,Clear
2016-10-28,0.0,23.9,31.6,16.0,26.3,13.1,19.7,58.4,Clear
2016-10-29,0.0,23.9,32.2,16.2,18.0,9.4,13.7,61.7,Clear
